"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"355",73282,"Construction in Enamel 2","László Moholy-Nagy","4048","American, born Hungary. 1895–1946","American","1895","1946","Male","1923","Porcelain enamel on steel","18 3/4 x 11 7/8"" (47.5 x 30.1 cm)","Gift of Philip Johnson in memory of Sibyl Moholy-Nagy","91.1971","Painting","Painting & Sculpture","1971-03-09","Y",78747,"http://www.moma.org/collection/works/78747","http://www.moma.org/media/W1siZiIsIjI0MjM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d19042d88e8baa36",NA,NA,NA,47.5,NA,NA,30.1,NA,NA
"356",73283,"Green Still Life","Pablo Picasso","4609","Spanish, 1881–1973","Spanish","1881","1973","Male","Avignon, summer 1914","Oil on canvas","23 1/2 x 31 1/4"" (59.7 x 79.4 cm)","Lillie P. Bliss Collection","92.1934","Painting","Painting & Sculpture","1934-09-23","Y",78748,"http://www.moma.org/collection/works/78748","http://www.moma.org/media/W1siZiIsIjE1MTUyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7551e8c08b5994fb",NA,NA,NA,59.7,NA,NA,79.4,NA,NA
"357",73284,"Construction in Enamel 3","László Moholy-Nagy","4048","American, born Hungary. 1895–1946","American","1895","1946","Male","1923","Porcelain enamel on steel","9 1/2 x 6"" (24 x 15 cm)","Gift of Philip Johnson in memory of Sibyl Moholy-Nagy","92.1971","Painting","Painting & Sculpture","1971-03-09","Y",78749,"http://www.moma.org/collection/works/78749","http://www.moma.org/media/W1siZiIsIjI0MjM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ab03fd27b2c47e5",NA,NA,NA,24,NA,NA,15,NA,NA
"358",73285,"Dead Fowl","Chaim Soutine","5543","French, 1893–1943","French","1893","1943","Male","c. 1924","Oil on canvas","43 1/2 x 32"" (110.4 x 81.1 cm)","Gift of Mr. and Mrs. Justin K. Thannhauser","93.1958","Painting","Painting & Sculpture","1958-04-22","Y",78750,"http://www.moma.org/collection/works/78750","http://www.moma.org/media/W1siZiIsIjE1MTUyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=38b75a7061d44dc5",NA,NA,NA,110.4,NA,NA,81.1,NA,NA
"359",73286,"Five Split Bottles: White on White","Roy Adzak","74","British, 1927–1987","British","1927","1987","Male","1965","Oil on canvas with recessed plaster molds","28 3/4 x 45 5/8 x 2 7/8"" (73 x 115.8 x 7.2 cm)","Gift of Mr. and Mrs. A. M. Sachs","93.1967","Painting","Painting & Sculpture","1967-03-07","Y",78751,"http://www.moma.org/collection/works/78751","http://www.moma.org/media/W1siZiIsIjIzMjAzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c680dc6344c5cc0",NA,7.2,NA,73,NA,NA,115.8,NA,NA
"360",73287,"The Charnel House","Pablo Picasso","4609","Spanish, 1881–1973","Spanish","1881","1973","Male","Paris, 1944-45","Oil and charcoal on canvas","6' 6 5/8"" x 8' 2 1/2"" (199.8 x 250.1 cm)","Mrs. Sam A. Lewisohn Bequest (by exchange), and Mrs. Marya Bernard Fund in memory of her husband Dr. Bernard Bernard, and anonymous funds","93.1971","Painting","Painting & Sculpture","1971-03-09","Y",78752,"http://www.moma.org/collection/works/78752","http://www.moma.org/media/W1siZiIsIjMzNjU4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d6854c9a10996c3",NA,NA,NA,199.8,NA,NA,250.1,NA,NA
"361",73288,"Lunar Landscape","Albert Tucker","5960","Australian, 1914–1999","Australian","1914","1999","Male","1957","Synthetic polymer paint on composition board","37 3/4 x 51 1/4"" (95.6 x 130.3 cm)","Purchase","94.1958","Painting","Painting & Sculpture","1958-04-22","Y",78753,"http://www.moma.org/collection/works/78753","http://www.moma.org/media/W1siZiIsIjIyNTE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ae7b13a802dd5c3",NA,NA,NA,95.6,NA,NA,130.3,NA,NA
"362",73289,"Anthracite Minuet","Gene Davis","1407","American, 1920–1985","American","1920","1985","Male","1966","Synthetic polymer paint on umprimed canvas","7' 9 1/8"" x 7' 7 1/8"" (236.4 x 231.3 cm)","Larry Aldrich Foundation Fund and purchase","94.1967","Painting","Painting & Sculpture","1967-03-07","Y",78754,"http://www.moma.org/collection/works/78754","http://www.moma.org/media/W1siZiIsIjE1OTExNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5446357048d9bc24",NA,NA,NA,236.4,NA,NA,231.3,NA,NA
"363",73290,"The Hunter (Catalan Landscape)","Joan Miró","4016","Spanish, 1893–1983","Spanish","1893","1983","Male","Montroig, July 1923-winter 1924","Oil on canvas","25 1/2 x 39 1/2"" (64.8 x 100.3 cm)","Purchase","95.1936","Painting","Painting & Sculpture","1936-12-27","Y",78756,"http://www.moma.org/collection/works/78756","http://www.moma.org/media/W1siZiIsIjEyNDkzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d9ae0b8090e01f76",NA,NA,NA,64.8,NA,NA,100.3,NA,NA
"364",73291,"Subway","Genichiro Inokuma","2816","Japanese, 1902–1993","Japanese","1902","1993","Male","1966","Oil on canvas","6' 8 1/4"" x 50 3/8"" (203.8 x 127.8 cm)","Blanchette Hooker Rockefeller Fund","95.1967","Painting","Painting & Sculpture","1967-03-07","Y",78757,"http://www.moma.org/collection/works/78757","",NA,NA,NA,203.8,NA,NA,127.8,NA,NA
"365",73292,"Head","Benjamin Kopman","3216","American, born Russia. 1887–1965","American","1887","1965","Male","1929","Oil on canvas","22 7/8 x 18 1/8"" (58.1 x 46 cm)","Given anonymously","97.1935","Painting","Painting & Sculpture","1935-06-13","Y",78759,"http://www.moma.org/collection/works/78759","http://www.moma.org/media/W1siZiIsIjE2Njk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d2211bec416c48d7",NA,NA,NA,58.1,NA,NA,46,NA,NA
"366",73293,"Walken's Ridge","Jake Berthot","529","American, 1939–2014","American","1939","2014","Male","1975-76","Oil on canvas, mounted on wood, two panels","Each 59 7/8"" x 7' (152.1 x 213.4 cm); overall 60 1/8"" x 14' 1/8"" (152.7 x 427 cm)","Gift of the Louis and Bessie Adler Foundation, Inc., Seymour M. Klein, President","97.1976.a-b","Painting","Painting & Sculpture","1976-03-09","Y",78761,"http://www.moma.org/collection/works/78761","http://www.moma.org/media/W1siZiIsIjIyNjIyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a10ded057c67253",NA,NA,NA,152.1,NA,NA,213.4,NA,NA
"367",73294,"Number 40","Forrest Bess","534","American, 1911–1977","American","1911","1977","Male","1949","Oil on canvas with wood frame","10 1/2 x 13 1/2"" (26.7 x 34.3 cm)","Gift of Betty Parsons","97.1982","Painting","Painting & Sculpture","1982-04-06","Y",78762,"http://www.moma.org/collection/works/78762","http://www.moma.org/media/W1siZiIsIjI1NjQ2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=36e2c278951392a1",NA,NA,NA,26.6700533401,NA,NA,34.2900685801,NA,NA
"368",73295,"The Ruin","Benjamin Kopman","3216","American, born Russia. 1887–1965","American","1887","1965","Male","1930","Oil on canvas","25 5/8 x 36 3/8"" (65.1 x 92.4 cm)","Given anonymously","98.1935","Painting","Painting & Sculpture","1935-06-13","Y",78763,"http://www.moma.org/collection/works/78763","http://www.moma.org/media/W1siZiIsIjIyNjIyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f1406ade8f78e08",NA,NA,NA,65.1,NA,NA,92.4,NA,NA
"369",73296,"Cottage Porch, Peaked Hill","Edwin Dickinson","1536","American, 1891–1978","American","1891","1978","Male","1932","Oil on canvas","26 1/8 x 30 1/8"" (66.4 x 76.3 cm)","Grace Rainey Rogers Fund","98.1961","Painting","Painting & Sculpture","1961-03-07","Y",78766,"http://www.moma.org/collection/works/78766","http://www.moma.org/media/W1siZiIsIjI0NjI3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe3ef8ae48c2c046",NA,NA,NA,66.4,NA,NA,76.3,NA,NA
"370",73297,"Painting","Louis Cane","948","French, born 1943","French","1943","0","Male","1975","Oil on unstretched and adhered canvas pieces","7' 11 7/8"" x 10' 10 5/8"" (243.4 x 331.9 cm)","Dorothy and Sidney Singer Foundation Fund","98.1976","Painting","Painting & Sculpture","1976-03-09","Y",78767,"http://www.moma.org/collection/works/78767","",NA,NA,NA,243.4,NA,NA,331.9,NA,NA
"371",73298,"Harlequinade","Albert Bloch","603","American, 1882–1961","American","1882","1961","Male","1911","Oil on canvas","36 x 46 1/2"" (91.2 x 117.5 cm)","Given anonymously","98.1982","Painting","Painting & Sculpture","1982-04-06","Y",78768,"http://www.moma.org/collection/works/78768","http://www.moma.org/media/W1siZiIsIjIzNzE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9f3fd1c6b110a823",NA,NA,NA,91.4,NA,NA,118.1,NA,NA
"372",73299,"Adversaries","Richard Bosman","689","Australian, born India 1944","Australian","1944","0","Male","1981","Oil on canvas","6' 1/8"" x 42"" (183 x 106.6 cm)","Gift of Mr. and Mrs. Carl D. Lobell","99.1982","Painting","Painting & Sculpture","1982-04-06","Y",78769,"http://www.moma.org/collection/works/78769","",NA,NA,NA,183,NA,NA,106.6,NA,NA
"373",73300,"Number 11: A Presence","Richard Pousette-Dart","4716","American, 1916–1992","American","1916","1992","Male","1949","Oil on canvas","25 1/8 x 21 1/8"" (63.8 x 53.7 cm)","Katharine Cornell Fund","100.1950","Painting","Painting & Sculpture","1950-04-24","Y",78772,"http://www.moma.org/collection/works/78772","http://www.moma.org/media/W1siZiIsIjE2ODU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7195dcf754145433",NA,NA,NA,63.8,NA,NA,53.7,NA,NA
"374",73301,"Fishing Boats, Collioure","André Derain","1500","French, 1880–1954","French","1880","1954","Male","1905","Oil on canvas","15 1/8 x 18 1/4"" (38.2 x 46.3 cm)","The Philip L. Goodwin Collection","100.1958","Painting","Painting & Sculpture","1958-10-29","Y",78773,"http://www.moma.org/collection/works/78773","http://www.moma.org/media/W1siZiIsIjIxMDI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f4d0627a73375408",NA,NA,NA,38.2,NA,NA,46.3,NA,NA
"375",73302,"That Which Will Be","Joan Josep Tharrats","5844","Spanish, 1918–2001","Spanish","1918","2001","Male","1961","Mixed media on canvas","51 1/4 x 38 1/8"" (130 x 96.8 cm)","Gift of Mr. and Mrs. Gustav P. Heller","100.1961","Painting","Painting & Sculpture","1961-03-07","Y",78774,"http://www.moma.org/collection/works/78774","",NA,NA,NA,130,NA,NA,96.8,NA,NA
"376",73303,"The Last Haitian Night of King Christophe","Eugene Fernandez Granell","2291","Spanish, 1912–2001","Spanish","1912","2001","Male","1960","Oil on canvas","30 1/8 x 42 1/8"" (76.3 x 107 cm)","Gift of Mr. and Mrs. Raymond J. Braun","100.1962","Painting","Painting & Sculpture","1962-03-06","Y",78775,"http://www.moma.org/collection/works/78775","http://www.moma.org/media/W1siZiIsIjIzNzg0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea60cc151186c299",NA,NA,NA,76.3,NA,NA,107,NA,NA
"377",73304,"Towards Disappearance, II","Sam Francis","1965","American, 1923–1994","American","1923","1994","Male","Paris 1957-58","Oil on canvas","9' 1/2"" x 10' 5 7/8"" (275.6 x 319.7 cm)","Blanchette Hooker Rockefeller Fund","100.1976","Painting","Painting & Sculpture","1976-03-09","Y",78776,"http://www.moma.org/collection/works/78776","http://www.moma.org/media/W1siZiIsIjE1MDkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a268415ef029f9e",NA,NA,NA,275.6,NA,NA,319.7,NA,NA
"378",73305,"Hands","David Alfaro Siqueiros","5454","Mexican, 1896–1974","Mexican","1896","1974","Male","1949","Enamel on composition board","48 1/8 x 39 3/8"" (122.2 x 100 cm)","Gift of Henry R. Luce","101.1950","Painting","Painting & Sculpture","1950-04-24","Y",78778,"http://www.moma.org/collection/works/78778","http://www.moma.org/media/W1siZiIsIjIwODE5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c12148634a2c3b32",NA,NA,NA,122.2,NA,NA,100,NA,NA
"379",73306,"The Intellectual","Arthur Dove","1602","American, 1880–1946","American","1880","1946","Male","1925","Wood box with magnifying glass, bone, moss, bark, and a scale on varnished cloth mounted on wood","17 x 7 1/8"" (43 x 18.2 cm)","The Philip L. Goodwin Collection","101.1958","Painting","Painting & Sculpture","1958-10-29","Y",78779,"http://www.moma.org/collection/works/78779","http://www.moma.org/media/W1siZiIsIjcwNDM5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c14d3e8b6fdfb556",NA,NA,NA,43,NA,NA,18.2,NA,NA
"380",73307,"Dinnertime","Édouard Vuillard","6194","French, 1868–1940","French","1868","1940","Male","c. 1889","Oil on canvas","28 1/4 x 36 3/8"" (71.8 x 92.2 cm)","Gift of Mr. and Mrs. Sam Salz and an anonymous donor","101.1961","Painting","Painting & Sculpture","1961-03-07","Y",78780,"http://www.moma.org/collection/works/78780","http://www.moma.org/media/W1siZiIsIjE1MDkzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95c38dd29858f226",NA,NA,NA,71.8,NA,NA,92.2,NA,NA
"381",73308,"Sherwin Williams Chevy","Ralph Goings","2209","American, born 1928","American","1928","0","Male","1975","Oil on canvas","43 7/8 x 62"" (111.5 x 157.5 cm)","Purchased with the aid of funds from the National Endowment for the Arts and an anonymous donor","101.1976","Painting","Painting & Sculpture","1976-03-09","Y",78781,"http://www.moma.org/collection/works/78781","http://www.moma.org/media/W1siZiIsIjIwODE5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6d89aab084ded604",NA,NA,NA,111.5,NA,NA,157.5,NA,NA
"382",73309,"Childbirth","Jean Dubuffet","1633","French, 1901–1985","French","1901","1985","Male","March 1944","Oil on canvas","39 3/8 x 31 3/4"" (99.8 x 80.8 cm)","Gift of Pierre Matisse in memory of Patricia Kane Matisse","101.1982","Painting","Painting & Sculpture","1982-04-06","Y",78782,"http://www.moma.org/collection/works/78782","http://www.moma.org/media/W1siZiIsIjE1MDk0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b452fabf7033f4ba",NA,NA,NA,99.8,NA,NA,80.8,NA,NA
"383",73310,"Figure in Rain","Rico Lebrun","3447","American, born Italy. 1900–1964","American","1900","1964","Male","1949","Enamel on canvas over composition board","48 x 30 1/8"" (121.9 x 76.5 cm)","Gift of Mrs. Robert Woods Bliss","102.1950","Painting","Painting & Sculpture","1950-04-24","Y",78783,"http://www.moma.org/collection/works/78783","http://www.moma.org/media/W1siZiIsIjIwODIwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=232b7289ee261b93",NA,NA,NA,121.9,NA,NA,76.5,NA,NA
"384",73311,"My Grandparents, My Parents, and I (Family Tree)","Frida Kahlo","2963","Mexican, 1907–1954","Mexican","1907","1954","Female","1936","Oil and tempera on zinc","12 1/8 x 13 5/8"" (30.7 x 34.5 cm)","Gift of Allan Roos, M. D., and B. Mathieu Roos","102.1976","Painting","Painting & Sculpture","1976-03-09","Y",78784,"http://www.moma.org/collection/works/78784","http://www.moma.org/media/W1siZiIsIjE2MjExOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1e888262354b095f",NA,NA,NA,30.7,NA,NA,34.5,NA,NA
"385",73312,"Road near L'Estaque","Georges Braque","744","French, 1882–1963","French","1882","1963","Male","L'Estaque, late summer 1908","Oil on canvas","23 3/4 x 19 3/4"" (60.3 x 50.2 cm)","Given anonymously (by exchange)","103.1943","Painting","Painting & Sculpture","1943-05-21","Y",78787,"http://www.moma.org/collection/works/78787","http://www.moma.org/media/W1siZiIsIjE1MDk0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5059265e47631535",NA,NA,NA,60.3,NA,NA,50.2,NA,NA
"386",73313,"Contrast of Forms","Fernand Léger","6624","French, 1881–1955","French","1881","1955","Male","1913","Oil on canvas","39 1/2 x 32"" (100.3 x 81.1 cm)","The Philip L. Goodwin Collection","103.1958","Painting","Painting & Sculpture","1958-10-29","Y",78788,"http://www.moma.org/collection/works/78788","http://www.moma.org/media/W1siZiIsIjI0MzI2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd14f1e6a843e81a",NA,NA,NA,100.3,NA,NA,81.1,NA,NA
"387",73314,"The Kill","André Masson","3821","French, 1896–1987","French","1896","1987","Male","1944","Oil on canvas","21 3/4 x 26 3/4"" (55.2 x 67.9 cm)","Gift of the artist","103.1976","Painting","Painting & Sculpture","1976-03-09","Y",78790,"http://www.moma.org/collection/works/78790","http://www.moma.org/media/W1siZiIsIjE1MDk0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2df14b3a1efa6e40",NA,NA,NA,55.2,NA,NA,67.9,NA,NA
"388",73315,"Untitled [Suite ""Blancs""]","Simon Hantaï","2495","French, born Hungary. 1922–2008","Hungarian","1922","2008","Male","1973","Synthetic polymer paint on canvas","10' 1/4"" x 15' 3 1/4"" (305.3 x 466.5 cm)","Acquired through the Carol Buttenwieser Loeb and Arnold A. Saltzman Funds","103.1982.a-b","Painting","Painting & Sculpture","1982-04-06","Y",78791,"http://www.moma.org/collection/works/78791","http://www.moma.org/media/W1siZiIsIjE5ODk2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52e87a92eeb59091",NA,NA,NA,305.3,NA,NA,466.5,NA,NA
"389",73316,"Fallen Angel","Paul Burlin","876","American, 1886–1969","American","1886","1969","Male","1943","Oil on canvas","13 x 16 1/8"" (32.8 x 40.8 cm)","Purchase","104.1943","Painting","Painting & Sculpture","1943-05-21","Y",78792,"http://www.moma.org/collection/works/78792","http://www.moma.org/media/W1siZiIsIjIwODIwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a5bd70b69fa21c3a",NA,NA,NA,32.8,NA,NA,40.8,NA,NA
"390",73317,"Double Metamorphosis, II","Agam (Yaacov Agam)","79","Israeli, born 1928","Israeli","1928","0","Male","1964","Oil on corrugated aluminum","8' 10"" x 13' 2 1/4"" (269.2 x 401.8 cm)","Gift of Mr. and Mrs. George M. Jaffin","104.1965.a-k","Painting","Painting & Sculpture","1965-03-09","Y",78793,"http://www.moma.org/collection/works/78793","http://www.moma.org/media/W1siZiIsIjMwODg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=03e570801deec369",NA,NA,NA,269.2,NA,NA,401.8,NA,NA
"391",73318,"The Princess","Leonard French","1991","Australian, born 1928","Australian","1928","0","Male","1965","Enamel and gold leaf, copper panels, and burlap collage on burlap mounted on composition board","48 1/4 x 60"" (122.4 x 152.2 cm)","Gift of Mr. and Mrs. David Rockefeller","104.1966","Painting","Painting & Sculpture","1966-01-11","Y",78794,"http://www.moma.org/collection/works/78794","",NA,NA,NA,122.4,NA,NA,152.2,NA,NA
"392",73319,"The Big N","Al Held","2583","American, 1928–2005","American","1928","2005","Male","1964","Synthetic polymer paint on canvas","9' 3/8"" x 9' (275.2 x 274.3 cm)","Mrs. Armand P. Bartos Fund","104.1973","Painting","Painting & Sculpture","1973-02-13","Y",78795,"http://www.moma.org/collection/works/78795","http://www.moma.org/media/W1siZiIsIjE1MDk1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=045ecf2dc91e6419",NA,NA,NA,275.2,NA,NA,274.3,NA,NA
"393",73320,"Between the Clock and the Bed","Jasper Johns","2923","American, born 1930","American","1930","0","Male","1981","Encaustic on canvas, three panels","6' 1/8"" x 10' 6 3/8"" (183.2 x 321 cm)","Gift of Agnes Gund","104.1982.a-c","Painting","Painting & Sculpture","1981-11-17","Y",78797,"http://www.moma.org/collection/works/78797","http://www.moma.org/media/W1siZiIsIjE1MDk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b9ee49e48807039",NA,NA,NA,183.4,NA,NA,320.9931,NA,NA
"394",73322,"""#7 - 1967""","Peter Young","6522","American, born 1940","American","1940","0","Male","1967","Synthetic polymer paint on canvas","9' x 9' (274.5 x 274.5 cm)","Gift of Philip Johnson","105.1976","Painting","Painting & Sculpture","1976-03-09","Y",78799,"http://www.moma.org/collection/works/78799","http://www.moma.org/media/W1siZiIsIjE2MjEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec9a525d92f20892",NA,NA,NA,274.5,NA,NA,274.5,NA,NA
"395",73323,"Untitled","Donald Judd","2948","American, 1928–1994","American","1928","1994","Male","1961","Synthetic polymer paint and sand on composition board","72 x 47 7/8"" (183 x 121.7 cm)","Gift of Leo Castelli","105.1982","Painting","Painting & Sculpture","1982-04-06","Y",78800,"http://www.moma.org/collection/works/78800","http://www.moma.org/media/W1siZiIsIjY5MjE4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cf2705909a850dab",NA,NA,NA,182.9,NA,NA,121.6,NA,NA
"396",73324,"The Rape","Pablo Picasso","4609","Spanish, 1881–1973","Spanish","1881","1973","Male","Juan-les-Pins, 1920","Tempera on wood","9 3/8 x 12 7/8"" (23.8 x 32.6 cm)","The Philip L. Goodwin Collection","106.1958","Painting","Painting & Sculpture","1958-10-29","Y",78802,"http://www.moma.org/collection/works/78802","http://www.moma.org/media/W1siZiIsIjE1MDk1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=15e6790f3d54ee70",NA,NA,NA,23.8,NA,NA,32.6,NA,NA
"397",73325,"Equivocation","Ben Cunningham (Benjamin Frazier Cunningham)","1333","American, 1904–1975","American","1904","1975","Male","1964","Synthetic polymer paint on composition board","26 x 26"" (65.9 x 65.9 cm)","Larry Aldrich Foundation Fund","106.1965","Painting","Painting & Sculpture","1965-03-09","Y",78803,"http://www.moma.org/collection/works/78803","http://www.moma.org/media/W1siZiIsIjE1MDk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=65d78ea11c29e889",NA,NA,NA,65.9,NA,NA,65.9,NA,NA
"398",73326,"Flag","Jasper Johns","2923","American, born 1930","American","1930","0","Male","1954-55  (dated on reverse 1954)","Encaustic, oil, and collage on fabric mounted on plywood, three panels","42 1/4 x 60 5/8"" (107.3 x 153.8 cm)","Gift of Philip Johnson in honor of Alfred H. Barr, Jr.","106.1973","Painting","Painting & Sculpture","1973-02-13","Y",78805,"http://www.moma.org/collection/works/78805","http://www.moma.org/media/W1siZiIsIjEzNjM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea4d5e5949813cff",NA,NA,NA,107.3,NA,NA,153.8,NA,NA
